"Port-level Imports"
"Current date: 04/04/2017 3:20 PM (Eastern Daylight Time)"
"Port","Commodity","Country","Time","Customs Containerized Vessel Value (Gen) ($US)","Containerized Vessel SWT (Gen) (kg)",
"Anchorage, AK (District)","Total All Commodities","Europe","2008","128,011","14,560"
"Anchorage, AK (District)","Total All Commodities","Europe","2009","251,306","156,326"
"Anchorage, AK (District)","Total All Commodities","Europe","2010","433,561","261,947"
"Anchorage, AK (District)","Total All Commodities","Europe","2011","1,865,910","869,717"
"Anchorage, AK (District)","Total All Commodities","Europe","2012","13,722,266","1,629,517"
"Anchorage, AK (District)","Total All Commodities","Europe","2013","6,225,956","1,198,278"
"Anchorage, AK (District)","Total All Commodities","Europe","2014","2,970,033","1,031,060"
"Anchorage, AK (District)","Total All Commodities","Europe","2015","3,144,677","608,326"
"Anchorage, AK (District)","Total All Commodities","Europe","2016","3,145,746","1,141,915"
"Anchorage, AK (District)","Total All Commodities","Europe","2017 through February","1,002,560","385,591"
"Anchorage, AK (Port)","Total All Commodities","World Total","2003","3,437,583","2,413,957"
"Anchorage, AK (Port)","Total All Commodities","World Total","2004","18,852,830","24,711,337"
"Anchorage, AK (Port)","Total All Commodities","World Total","2005","8,415,540","6,612,088"
"Anchorage, AK (Port)","Total All Commodities","World Total","2006","3,837,684","6,329,316"
"Anchorage, AK (Port)","Total All Commodities","World Total","2007","5,529,493","12,481,940"
"Anchorage, AK (Port)","Total All Commodities","World Total","2008","12,319,063","48,174,760"
"Anchorage, AK (Port)","Total All Commodities","World Total","2009","12,739,578","22,012,352"
"Anchorage, AK (Port)","Total All Commodities","World Total","2010","20,131,417","23,484,807"
"Anchorage, AK (Port)","Total All Commodities","World Total","2011","34,116,849","28,514,427"
"Anchorage, AK (Port)","Total All Commodities","World Total","2012","41,551,577","29,265,683"
"Anchorage, AK (Port)","Total All Commodities","World Total","2013","35,292,958","36,072,583"
"Anchorage, AK (Port)","Total All Commodities","World Total","2014","38,417,075","42,068,107"
"Anchorage, AK (Port)","Total All Commodities","World Total","2015","50,316,004","44,308,076"
"Anchorage, AK (Port)","Total All Commodities","World Total","2016","44,844,685","45,448,370"
"Anchorage, AK (Port)","Total All Commodities","World Total","2017 through February","7,154,521","7,092,356"
"Anchorage, AK (Port)","Total All Commodities","Asia","2003","2,549,671","1,839,055"
"Anchorage, AK (Port)","Total All Commodities","Asia","2004","6,661,254","4,998,427"
"Anchorage, AK (Port)","Total All Commodities","Asia","2005","5,495,007","3,530,796"
"Anchorage, AK (Port)","Total All Commodities","Asia","2006","2,378,454","1,309,432"
"Anchorage, AK (Port)","Total All Commodities","Asia","2007","1,602,262","1,347,188"
"Anchorage, AK (Port)","Total All Commodities","Asia","2008","4,144,909","24,009,129"
"Anchorage, AK (Port)","Total All Commodities","Asia","2009","2,764,607","2,439,099"
"Anchorage, AK (Port)","Total All Commodities","Asia","2010","5,256,626","4,347,420"
"Anchorage, AK (Port)","Total All Commodities","Asia","2011","23,685,816","14,889,068"
"Anchorage, AK (Port)","Total All Commodities","Asia","2012","13,801,267","8,268,693"
"Anchorage, AK (Port)","Total All Commodities","Asia","2013","16,334,999","9,733,284"
"Anchorage, AK (Port)","Total All Commodities","Asia","2014","16,655,299","10,213,081"
"Anchorage, AK (Port)","Total All Commodities","Asia","2015","32,948,446","18,138,653"
"Anchorage, AK (Port)","Total All Commodities","Asia","2016","27,267,023","15,453,863"
"Anchorage, AK (Port)","Total All Commodities","Asia","2017 through February","4,285,922","2,871,631"
"Anchorage, AK (Port)","Total All Commodities","Asia Near East","2016","142,923","133,900"
"Anchorage, AK (Port)","Total All Commodities","Asia - South","2003","19,726","20,125"
"Anchorage, AK (Port)","Total All Commodities","Asia - South","2004","19,110","40,388"
"Anchorage, AK (Port)","Total All Commodities","Asia - South","2006","3,572","13,030"
"Anchorage, AK (Port)","Total All Commodities","Asia - South","2009","4,406","162"
"Anchorage, AK (Port)","Total All Commodities","Asia - South","2010","550,491","177,521"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2003","2,529,945","1,818,930"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2004","6,642,144","4,958,039"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2005","5,495,007","3,530,796"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2006","2,374,882","1,296,402"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2007","1,602,262","1,347,188"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2008","4,144,909","24,009,129"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2009","2,760,201","2,438,937"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2010","4,706,135","4,169,899"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2011","23,685,816","14,889,068"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2012","13,801,267","8,268,693"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2013","16,334,999","9,733,284"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2014","16,655,299","10,213,081"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2015","32,948,446","18,138,653"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2016","27,124,100","15,319,963"
"Anchorage, AK (Port)","Total All Commodities","Asia - Other","2017 through February","4,285,922","2,871,631"
"Anchorage, AK (Port)","Total All Commodities","Europe","2003","199,166","152,584"
"Anchorage, AK (Port)","Total All Commodities","Europe","2004","1,515,061","654,707"
"Anchorage, AK (Port)","Total All Commodities","Europe","2005","1,493,697","826,517"
"Anchorage, AK (Port)","Total All Commodities","Europe","2006","37,986","20,500"
"Anchorage, AK (Port)","Total All Commodities","Europe","2007","245,167","138,350"
"Anchorage, AK (Port)","Total All Commodities","Europe","2008","128,011","14,560"
"Anchorage, AK (Port)","Total All Commodities","Europe","2009","189,586","148,778"
"Anchorage, AK (Port)","Total All Commodities","Europe","2010","433,561","261,947"
"Anchorage, AK (Port)","Total All Commodities","Europe","2011","1,865,910","869,717"
"Anchorage, AK (Port)","Total All Commodities","Europe","2012","13,722,266","1,629,517"
"Anchorage, AK (Port)","Total All Commodities","Europe","2013","1,512,841","1,139,714"
"Anchorage, AK (Port)","Total All Commodities","Europe","2014","2,784,933","988,196"
"Anchorage, AK (Port)","Total All Commodities","Europe","2015","3,144,677","608,326"
"Anchorage, AK (Port)","Total All Commodities","Europe","2016","3,145,746","1,141,915"
"Anchorage, AK (Port)","Total All Commodities","Europe","2017 through February","1,002,560","385,591"
"Dalton Cache, AK (Port)","Total All Commodities","World Total","2003","71,867","16,282"
"Dalton Cache, AK (Port)","Total All Commodities","Asia","2003","71,867","16,282"
"Dalton Cache, AK (Port)","Total All Commodities","Asia - Other","2003","71,867","16,282"
"Juneau, AK (Port)","Total All Commodities","World Total","2003","7,729","1,575,000"
"Juneau, AK (Port)","Total All Commodities","World Total","2004","55,003","1,097,479"
"Juneau, AK (Port)","Total All Commodities","World Total","2006","74,501","35,719"
"Juneau, AK (Port)","Total All Commodities","World Total","2007","120,022","70,994"
"Juneau, AK (Port)","Total All Commodities","World Total","2009","343,422","34,193"
"Juneau, AK (Port)","Total All Commodities","World Total","2010","145,695","20,705"
"Juneau, AK (Port)","Total All Commodities","World Total","2012","7,718","680"
"Juneau, AK (Port)","Total All Commodities","World Total","2013","344,711","3,902"
"Juneau, AK (Port)","Total All Commodities","World Total","2014","69,612","19,375"
"Juneau, AK (Port)","Total All Commodities","World Total","2016","35,922","5,927"
"Juneau, AK (Port)","Total All Commodities","Asia","2004","10,710","13,776"
"Juneau, AK (Port)","Total All Commodities","Asia","2006","74,501","35,719"
"Juneau, AK (Port)","Total All Commodities","Asia","2007","120,022","70,994"
"Juneau, AK (Port)","Total All Commodities","Asia","2009","281,702","26,645"
"Juneau, AK (Port)","Total All Commodities","Asia","2010","145,695","20,705"
"Juneau, AK (Port)","Total All Commodities","Asia","2012","7,718","680"
"Juneau, AK (Port)","Total All Commodities","Asia","2013","344,711","3,902"
"Juneau, AK (Port)","Total All Commodities","Asia","2016","35,922","5,927"
"Juneau, AK (Port)","Total All Commodities","Asia - Other","2004","10,710","13,776"
"Juneau, AK (Port)","Total All Commodities","Asia - Other","2006","74,501","35,719"
"Juneau, AK (Port)","Total All Commodities","Asia - Other","2007","120,022","70,994"
"Juneau, AK (Port)","Total All Commodities","Asia - Other","2009","281,702","26,645"
"Juneau, AK (Port)","Total All Commodities","Asia - Other","2010","145,695","20,705"
"Juneau, AK (Port)","Total All Commodities","Asia - Other","2012","7,718","680"
"Juneau, AK (Port)","Total All Commodities","Asia - Other","2013","344,711","3,902"
"Juneau, AK (Port)","Total All Commodities","Asia - Other","2016","35,922","5,927"
"Juneau, AK (Port)","Total All Commodities","Europe","2009","61,720","7,548"
"Juneau, AK (Port)","Total All Commodities","Europe","2014","69,612","19,375"
"Ketchikan, AK (Port)","Total All Commodities","World Total","2003","391,063","31,282,735"
"Ketchikan, AK (Port)","Total All Commodities","World Total","2004","482,578","316,930"
"Ketchikan, AK (Port)","Total All Commodities","World Total","2005","729,042","788,894"
"Ketchikan, AK (Port)","Total All Commodities","World Total","2006","511,316","270,781"
"Ketchikan, AK (Port)","Total All Commodities","World Total","2007","281,987","98,923"
"Ketchikan, AK (Port)","Total All Commodities","World Total","2008","2,491,728","2,155,484"
"Ketchikan, AK (Port)","Total All Commodities","World Total","2009","125,078","37,358"
"Ketchikan, AK (Port)","Total All Commodities","World Total","2010","59,389","30,028"
"Ketchikan, AK (Port)","Total All Commodities","World Total","2012","63,696","21,261"
"Ketchikan, AK (Port)","Total All Commodities","World Total","2015","17,369","3,346"
"Ketchikan, AK (Port)","Total All Commodities","World Total","2016","1,252,131","256,342"
"Ketchikan, AK (Port)","Total All Commodities","Asia","2003","261,685","16,885"
"Ketchikan, AK (Port)","Total All Commodities","Asia","2004","57,963","19,500"
"Ketchikan, AK (Port)","Total All Commodities","Asia","2006","19,980","15,420"
"Ketchikan, AK (Port)","Total All Commodities","Asia","2008","538,088","121,387"
"Ketchikan, AK (Port)","Total All Commodities","Asia","2010","49,859","19,142"
"Ketchikan, AK (Port)","Total All Commodities","Asia","2012","63,696","21,261"
"Ketchikan, AK (Port)","Total All Commodities","Asia","2015","17,369","3,346"
"Ketchikan, AK (Port)","Total All Commodities","Asia","2016","874,275","185,072"
"Ketchikan, AK (Port)","Total All Commodities","Asia - South","2016","21,044","1,980"
"Ketchikan, AK (Port)","Total All Commodities","Asia - Other","2003","261,685","16,885"
"Ketchikan, AK (Port)","Total All Commodities","Asia - Other","2004","57,963","19,500"
"Ketchikan, AK (Port)","Total All Commodities","Asia - Other","2006","19,980","15,420"
"Ketchikan, AK (Port)","Total All Commodities","Asia - Other","2008","538,088","121,387"
"Ketchikan, AK (Port)","Total All Commodities","Asia - Other","2010","49,859","19,142"
"Ketchikan, AK (Port)","Total All Commodities","Asia - Other","2012","63,696","21,261"
"Ketchikan, AK (Port)","Total All Commodities","Asia - Other","2015","17,369","3,346"
"Ketchikan, AK (Port)","Total All Commodities","Asia - Other","2016","853,231","183,092"
"Kodiak, AK (Port)","Total All Commodities","World Total","2004","6,032","1,045"
"Kodiak, AK (Port)","Total All Commodities","World Total","2009","9,422","1,360"
"Kodiak, AK (Port)","Total All Commodities","Asia","2004","6,032","1,045"
"Kodiak, AK (Port)","Total All Commodities","Asia","2009","9,422","1,360"
"Kodiak, AK (Port)","Total All Commodities","Asia - Other","2004","6,032","1,045"
"Kodiak, AK (Port)","Total All Commodities","Asia - Other","2009","9,422","1,360"
"Petersburg, AK (Port)","Total All Commodities","World Total","2009","53,223","8,035"
"Petersburg, AK (Port)","Total All Commodities","World Total","2012","26,565","2,989"
"Petersburg, AK (Port)","Total All Commodities","Asia","2009","53,223","8,035"
"Petersburg, AK (Port)","Total All Commodities","Asia","2012","26,565","2,989"
"Petersburg, AK (Port)","Total All Commodities","Asia - Other","2009","53,223","8,035"
"Petersburg, AK (Port)","Total All Commodities","Asia - Other","2012","26,565","2,989"
"Sitka, AK (Port)","Total All Commodities","World Total","2014","102,114","19,376"
"Sitka, AK (Port)","Total All Commodities","Europe","2014","102,114","19,376"
"Skagway, AK (Port)","Total All Commodities","World Total","2006","26,552","12,000"
"Skagway, AK (Port)","Total All Commodities","World Total","2010","14,285","79,250"
"Skagway, AK (Port)","Total All Commodities","World Total","2011","21,480","4,600"
"Skagway, AK (Port)","Total All Commodities","Asia","2006","26,552","12,000"
"Skagway, AK (Port)","Total All Commodities","Asia","2010","14,285","79,250"
"Skagway, AK (Port)","Total All Commodities","Asia","2011","21,480","4,600"
"Skagway, AK (Port)","Total All Commodities","Asia - South","2010","14,285","79,250"
"Skagway, AK (Port)","Total All Commodities","Asia - Other","2006","26,552","12,000"
"Skagway, AK (Port)","Total All Commodities","Asia - Other","2011","21,480","4,600"
"Valdez, AK (Port)","Total All Commodities","World Total","2012","10,219,800","4,656,000"
"Valdez, AK (Port)","Total All Commodities","World Total","2013","5,242,522","494,756"
"Valdez, AK (Port)","Total All Commodities","World Total","2014","13,374","4,113"
"Valdez, AK (Port)","Total All Commodities","Asia","2012","10,219,800","4,656,000"
"Valdez, AK (Port)","Total All Commodities","Asia","2013","529,407","436,192"
"Valdez, AK (Port)","Total All Commodities","Asia - Other","2012","10,219,800","4,656,000"
"Valdez, AK (Port)","Total All Commodities","Asia - Other","2013","529,407","436,192"
"Valdez, AK (Port)","Total All Commodities","Europe","2013","4,713,115","58,564"
"Valdez, AK (Port)","Total All Commodities","Europe","2014","13,374","4,113"
"Wrangell, AK (Port)","Total All Commodities","World Total","2004","51,243","7,764"
"Wrangell, AK (Port)","Total All Commodities","World Total","2015","5,622","915"
"Wrangell, AK (Port)","Total All Commodities","Asia","2015","5,622","915"
"Wrangell, AK (Port)","Total All Commodities","Asia - Other","2015","5,622","915"
"Baltimore, MD (District)","Total All Commodities","World Total","2003","7,269,382,647","2,628,206,335"
"Baltimore, MD (District)","Total All Commodities","World Total","2004","9,429,757,172","3,619,027,280"
"Baltimore, MD (District)","Total All Commodities","World Total","2005","10,958,874,036","4,028,628,768"
"Baltimore, MD (District)","Total All Commodities","World Total","2006","11,782,533,845","3,469,563,082"
"Baltimore, MD (District)","Total All Commodities","World Total","2007","13,969,739,129","3,345,239,317"
"Baltimore, MD (District)","Total All Commodities","World Total","2008","15,822,354,125","3,226,974,528"
"Baltimore, MD (District)","Total All Commodities","World Total","2009","11,077,330,157","2,615,310,772"
"Baltimore, MD (District)","Total All Commodities","World Total","2010","15,823,649,574","3,442,901,403"
"Baltimore, MD (District)","Total All Commodities","World Total","2011","17,548,850,670","3,652,643,227"
"Baltimore, MD (District)","Total All Commodities","World Total","2012","16,915,484,113","3,846,340,970"
"Baltimore, MD (District)","Total All Commodities","World Total","2013","15,370,487,303","3,666,025,032"
"Baltimore, MD (District)","Total All Commodities","World Total","2014","16,280,833,528","4,017,064,762"
"Baltimore, MD (District)","Total All Commodities","World Total","2015","16,090,633,901","4,525,366,557"
"Baltimore, MD (District)","Total All Commodities","World Total","2016","15,329,134,789","4,554,977,737"
"Baltimore, MD (District)","Total All Commodities","World Total","2017 through February","2,415,422,335","767,039,372"
"Baltimore, MD (District)","Total All Commodities","Asia","2003","1,501,859,367","569,504,985"
"Baltimore, MD (District)","Total All Commodities","Asia","2004","1,969,781,031","805,252,194"
"Baltimore, MD (District)","Total All Commodities","Asia","2005","1,919,813,641","892,545,568"
